DIA|HORA|BOT|PROCESO|COMENTARIO|ESTADO
2023-01-17|14:35:05.040||CREAR RUTA PDF|Inicio del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|14:35:05.070||CREAR RUTA PDF|Fin del proceso de busqueda de la  RUTA del  PDF|SATISFACTORIO
2023-01-17|14:35:05.700||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|14:35:05.760||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte SAP|SATISFACTORIO
2023-01-17|14:35:05.780||CREAR VALIDACION REFERENCIA|Creación de columna de Referencia Reporte PDF|SATISFACTORIO
2023-01-17|14:35:05.830||CREAR VALIDACION REFERENCIA|Creación de columna de Validacion de Referencia|SATISFACTORIO
2023-01-17|14:35:05.840||CREAR VALIDACION REFERENCIA|Inicio del proceso de validación de referencia|SATISFACTORIO
2023-01-17|14:35:05.890||CREAR COLUMNA FECHAS |Inicio del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|14:35:05.970||CREAR COLUMNA FECHAS |Fin del proceso de añadir detalle de columna de fechas|SATISFACTORIO
2023-01-17|14:35:06.020||CREAR VALIDACION DE CONSTANCIA PDF|Inicio del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|14:35:06.070||CREAR VALIDACION DE CONSTANCIA PDF|FIn del proceso de validación de constancia PDF|SATISFACTORIO
2023-01-17|14:35:06.130||CREAR COLUMNAS DE UNIDAD|Inicio del proceso de validación de UNIDAD|SATISFACTORIO
2023-01-17|14:35:06.190||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad BASE|SATISFACTORIO
2023-01-17|14:35:06.250||CREAR COLUMNAS DE UNIDAD|Creación de columna unidad PDF |SATISFACTORIO
2023-01-17|14:35:06.320||CREAR COLUMNAS DE UNIDAD|Creación columna CODIGO UNIDAD sap|SATISFACTORIO
2023-01-17|14:35:06.390||CREAR COLUMNAS DE UNIDAD|Creación columna validación UNIDAD|SATISFACTORIO
2023-01-17|14:35:06.470||CREAR COLUMNA MONTOS PDF |Inicio del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|14:35:06.610||CREAR COLUMNA MONTOS PDF |añadir columna de monto de sap|SATISFACTORIO
2023-01-17|14:35:06.630||CREAR COLUMNA MONTOS PDF |añadir columna de monto de pdf|SATISFACTORIO
2023-01-17|14:35:06.710||CREAR COLUMNA MONTOS PDF |añadir columna de validación de montos pdf y sap|SATISFACTORIO
2023-01-17|14:35:06.790||CREAR COLUMNA MONTOS PDF |añadir columna de validación de constancia final|SATISFACTORIO
2023-01-17|14:35:06.800||CREAR COLUMNA MONTOS PDF |Fin del proceso de validar monto de pdf|SATISFACTORIO
2023-01-17|14:35:06.860||CREAR COLUMNA DE CONCILIACION FINAL|Inicio del proceso de concialiación final|SATISFACTORIO
2023-01-17|14:35:06.970||CREAR COLUMNA DE CONCILIACION FINAL|Fin del proceso de concialiación final|SATISFACTORIO
2023-01-17|14:35:07.070||LIMPIEZA DE DATOS DEL PROCESO DE VALIDACIÓN AVANZADA|Inicio del proceso de limpieza de datos de hoja proceso|SATISFACTORIO
2023-01-17|14:35:07.100||LIMPIEZA DE DATOS DEL PROCESO DE VALIDACIÓN AVANZADA|Final del proceso de limpieza de datos de hoja proceso|SATISFACTORIO
2023-01-17|14:35:09.110||VALIDACION DE EXISTENCIA DE CORREO|Envío de correo al Cliente con el reporte procesado realizado|SATISFACTORIO
2023-01-17|14:35:09.110||VALIDACION DE EXISTENCIA DE CORREO|Fin del proceso principal de la Automatización de Boletas y Constancias de Pago|SATISFACTORIO
2023-01-17|14:37:20.240||PEGADO DE REPORTE DE SAP|Inicio del proceso de Pegado de Reporte de Sap en Excel|SATISFACTORIO
2023-01-17|14:37:20.250||ELIMINAR  REPORTE DE SAP|Inicio del proceso de eliminar el reporte existente de Sap en Excel|SATISFACTORIO
2023-01-17|14:37:20.280||ELIMINAR  REPORTE DE SAP|Final del proceso de eliminar el reporte existente de Sap en Excel|SATISFACTORIO
2023-01-17|14:37:21.800||PEGADO DE REPORTE DE SAP|Proceso correcto de pegado de reporte Sap|SATISFACTORIO
2023-01-17|14:37:21.810||PEGADO DE REPORTE DE SAP|Final del proceso de Pegado de Reporte de Sap en Excel|SATISFACTORIO
2023-01-17|14:37:21.820||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Inicio del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:37:21.850||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Fin del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:37:21.860||PROCESO DE LECTURA DE PDF|Inicio del proceso de LECTURA DE PDF´S|SATISFACTORIO
2023-01-17|14:37:21.860||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Inicio del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:37:21.870||ELIMINAR REGISTROS DE PDF EN LA TABLA DEL SISTEMA|Fin del proceso de eliminar datos de tabla|SATISFACTORIO
2023-01-17|14:37:34.070||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de numero de referencia del pdf|SATISFACTORIO
2023-01-17|14:37:34.110||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de fecha del proceso del pdf|SATISFACTORIO
2023-01-17|14:37:34.180||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de Cuenta de Origen del pdf|SATISFACTORIO
2023-01-17|14:37:34.210||PROCESO DE LECTURA DE PDF|PDF # 1 : Extracción de Monto Total del pdf|SATISFACTORIO
2023-01-17|14:37:34.220||PROCESO DE LECTURA DE PDF|PDF # 1 leído|SATISFACTORIO
2023-01-17|14:37:34.540||PROCESO DE LECTURA DE PDF|PDF # 1 pegado en tabla|SATISFACTORIO
2023-01-17|14:37:34.710||PROCESO DE LECTURA DE PDF|PDF # 1 terminado de procesar|SATISFACTORIO
2023-01-17|14:37:35.770||MOVIMIENTO DE COLUMNAS MASIVAS|Inicio del movimiento de columnas masivas|SATISFACTORIO
2023-01-17|14:37:35.780||INICIO DE LIMPIEZA DE COLUMNAS|Inicio del proceso de limpieza de columnas|SATISFACTORIO
2023-01-17|14:37:35.800||INICIO DE LIMPIEZA DE COLUMNAS|Final del proceso de limpieza de columnas|SATISFACTORIO
2023-01-17|14:37:37.660||MOVIMIENTO DE COLUMNAS MASIVAS|Final del movimiento de columnas masivas|SATISFACTORIO
2023-01-17|14:37:37.670||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Inicio del proceso de validación de constancia avanzada|SATISFACTORIO
2023-01-17|14:37:38.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 1 Realizada|SATISFACTORIO
2023-01-17|14:37:38.360||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 2 Realizada|SATISFACTORIO
2023-01-17|14:37:38.460||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 3 Realizada|SATISFACTORIO
2023-01-17|14:37:38.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 4 Realizada|SATISFACTORIO
2023-01-17|14:37:38.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 5 Realizada|SATISFACTORIO
2023-01-17|14:37:38.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 6 Realizada|SATISFACTORIO
2023-01-17|14:37:38.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 7 Realizada|SATISFACTORIO
2023-01-17|14:37:38.950||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 8 Realizada|SATISFACTORIO
2023-01-17|14:37:39.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 9 Realizada|SATISFACTORIO
2023-01-17|14:37:39.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 10 Realizada|SATISFACTORIO
2023-01-17|14:37:39.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 11 Realizada|SATISFACTORIO
2023-01-17|14:37:39.390||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 12 Realizada|SATISFACTORIO
2023-01-17|14:37:39.480||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 13 Realizada|SATISFACTORIO
2023-01-17|14:37:39.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 14 Realizada|SATISFACTORIO
2023-01-17|14:37:39.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 15 Realizada|SATISFACTORIO
2023-01-17|14:37:39.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 16 Realizada|SATISFACTORIO
2023-01-17|14:37:39.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 17 Realizada|SATISFACTORIO
2023-01-17|14:37:39.920||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 18 Realizada|SATISFACTORIO
2023-01-17|14:37:40.020||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 19 Realizada|SATISFACTORIO
2023-01-17|14:37:40.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 20 Realizada|SATISFACTORIO
2023-01-17|14:37:40.240||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 21 Realizada|SATISFACTORIO
2023-01-17|14:37:40.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 22 Realizada|SATISFACTORIO
2023-01-17|14:37:40.450||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 23 Realizada|SATISFACTORIO
2023-01-17|14:37:40.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 24 Realizada|SATISFACTORIO
2023-01-17|14:37:40.630||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 25 Realizada|SATISFACTORIO
2023-01-17|14:37:40.720||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 26 Realizada|SATISFACTORIO
2023-01-17|14:37:40.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 27 Realizada|SATISFACTORIO
2023-01-17|14:37:40.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 28 Realizada|SATISFACTORIO
2023-01-17|14:37:41.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 29 Realizada|SATISFACTORIO
2023-01-17|14:37:41.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 30 Realizada|SATISFACTORIO
2023-01-17|14:37:41.210||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 31 Realizada|SATISFACTORIO
2023-01-17|14:37:41.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 32 Realizada|SATISFACTORIO
2023-01-17|14:37:41.400||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 33 Realizada|SATISFACTORIO
2023-01-17|14:37:41.490||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 34 Realizada|SATISFACTORIO
2023-01-17|14:37:41.610||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 35 Realizada|SATISFACTORIO
2023-01-17|14:37:41.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 36 Realizada|SATISFACTORIO
2023-01-17|14:37:41.810||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 37 Realizada|SATISFACTORIO
2023-01-17|14:37:41.910||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 38 Realizada|SATISFACTORIO
2023-01-17|14:37:42.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 39 Realizada|SATISFACTORIO
2023-01-17|14:37:42.100||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 40 Realizada|SATISFACTORIO
2023-01-17|14:37:42.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 41 Realizada|SATISFACTORIO
2023-01-17|14:37:42.330||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 42 Realizada|SATISFACTORIO
2023-01-17|14:37:42.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 43 Realizada|SATISFACTORIO
2023-01-17|14:37:42.530||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 44 Realizada|SATISFACTORIO
2023-01-17|14:37:42.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 45 Realizada|SATISFACTORIO
2023-01-17|14:37:42.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 46 Realizada|SATISFACTORIO
2023-01-17|14:37:42.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 47 Realizada|SATISFACTORIO
2023-01-17|14:37:42.950||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 48 Realizada|SATISFACTORIO
2023-01-17|14:37:43.060||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 49 Realizada|SATISFACTORIO
2023-01-17|14:37:43.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 50 Realizada|SATISFACTORIO
2023-01-17|14:37:43.280||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 51 Realizada|SATISFACTORIO
2023-01-17|14:37:43.380||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 52 Realizada|SATISFACTORIO
2023-01-17|14:37:43.470||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 53 Realizada|SATISFACTORIO
2023-01-17|14:37:43.570||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 54 Realizada|SATISFACTORIO
2023-01-17|14:37:43.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 55 Realizada|SATISFACTORIO
2023-01-17|14:37:43.830||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 56 Realizada|SATISFACTORIO
2023-01-17|14:37:43.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 57 Realizada|SATISFACTORIO
2023-01-17|14:37:44.040||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 58 Realizada|SATISFACTORIO
2023-01-17|14:37:44.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 59 Realizada|SATISFACTORIO
2023-01-17|14:37:44.220||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 60 Realizada|SATISFACTORIO
2023-01-17|14:37:44.310||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 61 Realizada|SATISFACTORIO
2023-01-17|14:37:44.410||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 62 Realizada|SATISFACTORIO
2023-01-17|14:37:44.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 63 Realizada|SATISFACTORIO
2023-01-17|14:37:44.590||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 64 Realizada|SATISFACTORIO
2023-01-17|14:37:44.680||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 65 Realizada|SATISFACTORIO
2023-01-17|14:37:44.790||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 66 Realizada|SATISFACTORIO
2023-01-17|14:37:44.890||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 67 Realizada|SATISFACTORIO
2023-01-17|14:37:45.000||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 68 Realizada|SATISFACTORIO
2023-01-17|14:37:45.080||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 69 Realizada|SATISFACTORIO
2023-01-17|14:37:45.170||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 70 Realizada|SATISFACTORIO
2023-01-17|14:37:45.250||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 71 Realizada|SATISFACTORIO
2023-01-17|14:37:45.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 72 Realizada|SATISFACTORIO
2023-01-17|14:37:45.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 73 Realizada|SATISFACTORIO
2023-01-17|14:37:45.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 74 Realizada|SATISFACTORIO
2023-01-17|14:37:45.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 75 Realizada|SATISFACTORIO
2023-01-17|14:37:45.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 76 Realizada|SATISFACTORIO
2023-01-17|14:37:45.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 77 Realizada|SATISFACTORIO
2023-01-17|14:37:45.940||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 78 Realizada|SATISFACTORIO
2023-01-17|14:37:46.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 79 Realizada|SATISFACTORIO
2023-01-17|14:37:46.180||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 80 Realizada|SATISFACTORIO
2023-01-17|14:37:46.280||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 81 Realizada|SATISFACTORIO
2023-01-17|14:37:46.370||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 82 Realizada|SATISFACTORIO
2023-01-17|14:37:46.500||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 83 Realizada|SATISFACTORIO
2023-01-17|14:37:46.580||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 84 Realizada|SATISFACTORIO
2023-01-17|14:37:46.680||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 85 Realizada|SATISFACTORIO
2023-01-17|14:37:46.770||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 86 Realizada|SATISFACTORIO
2023-01-17|14:37:46.870||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 87 Realizada|SATISFACTORIO
2023-01-17|14:37:46.970||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 88 Realizada|SATISFACTORIO
2023-01-17|14:37:47.060||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 89 Realizada|SATISFACTORIO
2023-01-17|14:37:47.150||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 90 Realizada|SATISFACTORIO
2023-01-17|14:37:47.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 91 Realizada|SATISFACTORIO
2023-01-17|14:37:47.340||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 92 Realizada|SATISFACTORIO
2023-01-17|14:37:47.430||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 93 Realizada|SATISFACTORIO
2023-01-17|14:37:47.510||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 94 Realizada|SATISFACTORIO
2023-01-17|14:37:47.620||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 95 Realizada|SATISFACTORIO
2023-01-17|14:37:47.710||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 96 Realizada|SATISFACTORIO
2023-01-17|14:37:47.820||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 97 Realizada|SATISFACTORIO
2023-01-17|14:37:47.900||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 98 Realizada|SATISFACTORIO
2023-01-17|14:37:47.990||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 99 Realizada|SATISFACTORIO
2023-01-17|14:37:48.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 100 Realizada|SATISFACTORIO
2023-01-17|14:37:48.160||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 101 Realizada|SATISFACTORIO
2023-01-17|14:37:48.270||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 102 Realizada|SATISFACTORIO
2023-01-17|14:37:48.370||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 103 Realizada|SATISFACTORIO
2023-01-17|14:37:48.470||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 104 Realizada|SATISFACTORIO
2023-01-17|14:37:48.560||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 105 Realizada|SATISFACTORIO
2023-01-17|14:37:48.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 106 Realizada|SATISFACTORIO
2023-01-17|14:37:48.750||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 107 Realizada|SATISFACTORIO
2023-01-17|14:37:48.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 108 Realizada|SATISFACTORIO
2023-01-17|14:37:48.940||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 109 Realizada|SATISFACTORIO
2023-01-17|14:37:49.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 110 Realizada|SATISFACTORIO
2023-01-17|14:37:49.130||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 111 Realizada|SATISFACTORIO
2023-01-17|14:37:49.240||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 112 Realizada|SATISFACTORIO
2023-01-17|14:37:49.350||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 113 Realizada|SATISFACTORIO
2023-01-17|14:37:49.450||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 114 Realizada|SATISFACTORIO
2023-01-17|14:37:49.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 115 Realizada|SATISFACTORIO
2023-01-17|14:37:49.640||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 116 Realizada|SATISFACTORIO
2023-01-17|14:37:49.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 117 Realizada|SATISFACTORIO
2023-01-17|14:37:49.850||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 118 Realizada|SATISFACTORIO
2023-01-17|14:37:49.940||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 119 Realizada|SATISFACTORIO
2023-01-17|14:37:50.050||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 120 Realizada|SATISFACTORIO
2023-01-17|14:37:50.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 121 Realizada|SATISFACTORIO
2023-01-17|14:37:50.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 122 Realizada|SATISFACTORIO
2023-01-17|14:37:50.350||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 123 Realizada|SATISFACTORIO
2023-01-17|14:37:50.450||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 124 Realizada|SATISFACTORIO
2023-01-17|14:37:50.540||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 125 Realizada|SATISFACTORIO
2023-01-17|14:37:50.660||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 126 Realizada|SATISFACTORIO
2023-01-17|14:37:50.790||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 127 Realizada|SATISFACTORIO
2023-01-17|14:37:50.880||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 128 Realizada|SATISFACTORIO
2023-01-17|14:37:50.980||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 129 Realizada|SATISFACTORIO
2023-01-17|14:37:51.070||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 130 Realizada|SATISFACTORIO
2023-01-17|14:37:51.140||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 131 Realizada|SATISFACTORIO
2023-01-17|14:37:51.230||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 132 Realizada|SATISFACTORIO
2023-01-17|14:37:51.350||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 133 Realizada|SATISFACTORIO
2023-01-17|14:37:51.460||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 134 Realizada|SATISFACTORIO
2023-01-17|14:37:51.560||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 135 Realizada|SATISFACTORIO
2023-01-17|14:37:51.650||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 136 Realizada|SATISFACTORIO
2023-01-17|14:37:51.740||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 137 Realizada|SATISFACTORIO
2023-01-17|14:37:51.840||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 138 Realizada|SATISFACTORIO
2023-01-17|14:37:51.930||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 139 Realizada|SATISFACTORIO
2023-01-17|14:37:52.030||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 140 Realizada|SATISFACTORIO
2023-01-17|14:37:52.110||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 141 Realizada|SATISFACTORIO
2023-01-17|14:37:52.200||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 142 Realizada|SATISFACTORIO
2023-01-17|14:37:52.300||INICIO DE VALIDACION DE CONSTANCIA AVANZADA|Validación # 143 Realizada|SATISFACTORIO
